Club Name,Field/Court,Date,Time Slot,Price
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-22,08:00,"$ 70.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-22,08:30,"$ 68.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-22,09:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-22,10:00,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-22,10:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-22,11:00,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-22,11:00,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-22,11:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-22,11:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-22,12:00,"$ 56.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-22,12:00,"$ 56.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-22,12:00,"$ 56.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-22,12:30,"$ 47.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-22,12:30,"$ 47.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-22,12:30,"$ 47.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-22,13:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-22,13:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-22,13:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-22,13:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-22,13:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-22,13:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-22,14:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-22,14:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-22,14:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-22,14:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-22,14:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-22,14:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-22,15:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-22,15:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-22,15:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-22,15:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-22,17:00,"$ 100.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-22,18:30,"$ 140.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-22,20:00,"$ 140.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-22,20:00,"$ 140.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-22,20:00,"$ 140.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-22,21:30,"$ 100.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-22,21:30,"$ 100.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-22,21:30,"$ 100.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-23,06:00,"$ 81.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-23,06:00,"$ 81.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-23,06:30,"$ 81.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-23,06:30,"$ 81.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-23,07:00,"$ 81.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-23,07:30,"$ 81.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-23,18:00,"$ 75.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-23,18:00,"$ 75.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-23,18:00,"$ 75.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-23,18:30,"$ 75.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-23,18:30,"$ 75.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-23,18:30,"$ 75.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-23,19:00,"$ 70.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-23,19:00,"$ 70.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-23,19:00,"$ 70.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-23,19:30,"$ 65.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-23,19:30,"$ 65.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-23,19:30,"$ 65.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-23,20:00,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-23,20:00,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-23,20:00,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-24,08:00,"$ 81.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-24,08:30,"$ 81.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-24,09:00,"$ 81.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-24,09:30,"$ 81.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-24,10:00,"$ 81.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-24,10:30,"$ 81.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-24,10:30,"$ 81.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-24,11:00,"$ 74.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-24,11:00,"$ 74.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-24,11:30,"$ 67.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-24,11:30,"$ 67.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-24,12:00,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-24,12:00,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-24,12:00,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-24,12:30,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-24,12:30,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-24,12:30,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-24,13:00,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-24,13:00,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-24,13:00,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-24,13:30,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-24,13:30,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-24,13:30,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-24,14:00,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-24,14:00,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-24,14:00,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-24,14:30,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-24,14:30,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-24,14:30,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-24,15:00,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-24,15:00,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-24,15:00,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-24,15:30,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-24,15:30,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-24,15:30,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-24,16:00,"$ 67.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-24,16:00,"$ 67.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-24,16:00,"$ 67.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-24,16:30,"$ 74.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-24,16:30,"$ 74.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-24,16:30,"$ 74.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-24,17:00,"$ 81.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-24,17:00,"$ 81.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-24,17:00,"$ 81.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-24,17:30,"$ 81.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-24,17:30,"$ 81.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-24,17:30,"$ 81.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-24,18:00,"$ 81.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-24,18:00,"$ 81.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-24,18:00,"$ 81.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-24,18:30,"$ 81.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-24,18:30,"$ 81.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-24,18:30,"$ 81.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-24,19:00,"$ 74.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-24,19:00,"$ 74.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-24,19:00,"$ 74.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-24,19:30,"$ 67.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-24,19:30,"$ 67.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-24,19:30,"$ 67.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-24,20:00,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-24,20:00,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-24,20:00,"$ 60.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-25,07:30,"$ 72.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-25,07:30,"$ 72.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-25,08:00,"$ 70.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-25,08:00,"$ 70.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-25,08:00,"$ 70.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-25,08:30,"$ 68.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-25,08:30,"$ 68.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-25,09:00,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-25,09:00,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-25,09:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-25,09:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-25,10:00,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-25,10:00,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-25,10:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-25,10:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-25,10:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-25,11:00,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-25,11:00,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-25,11:00,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-25,11:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-25,11:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-25,11:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-25,12:00,"$ 56.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-25,12:00,"$ 56.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-25,12:00,"$ 56.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-25,12:30,"$ 47.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-25,12:30,"$ 47.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-25,12:30,"$ 47.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-25,13:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-25,13:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-25,13:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-25,13:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-25,13:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-25,13:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-25,14:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-25,14:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-25,14:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-25,14:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-25,14:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-25,14:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-25,15:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-25,15:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-25,15:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-25,15:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-25,15:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-25,15:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-25,17:00,"$ 100.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-25,17:00,"$ 100.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-25,18:30,"$ 140.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-25,18:30,"$ 140.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-25,18:30,"$ 140.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-25,20:00,"$ 140.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-25,20:00,"$ 140.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-25,20:00,"$ 140.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-25,21:30,"$ 100.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-25,21:30,"$ 100.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-25,21:30,"$ 100.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-26,07:30,"$ 72.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-26,07:30,"$ 72.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-26,08:00,"$ 70.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-26,08:00,"$ 70.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-26,08:00,"$ 70.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-26,08:30,"$ 68.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-26,08:30,"$ 68.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-26,08:30,"$ 68.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-26,09:00,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-26,09:00,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-26,09:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-26,09:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-26,10:00,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-26,10:00,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-26,10:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-26,10:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-26,11:00,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-26,11:00,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-26,11:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-26,11:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-26,11:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-26,12:00,"$ 56.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-26,12:00,"$ 56.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-26,12:00,"$ 56.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-26,12:30,"$ 47.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-26,12:30,"$ 47.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-26,12:30,"$ 47.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-26,13:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-26,13:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-26,13:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-26,13:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-26,13:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-26,13:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-26,14:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-26,14:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-26,14:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-26,14:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-26,14:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-26,14:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-26,15:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-26,15:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-26,15:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-26,15:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-26,15:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-26,15:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-26,17:00,"$ 100.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-26,17:00,"$ 100.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-26,18:30,"$ 140.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-26,18:30,"$ 140.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-26,18:30,"$ 140.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-26,20:00,"$ 140.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-26,20:00,"$ 140.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-26,20:00,"$ 140.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-26,21:30,"$ 100.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-26,21:30,"$ 100.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-27,07:00,"$ 72.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-27,07:30,"$ 72.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-27,07:30,"$ 72.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-27,07:30,"$ 72.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-27,08:00,"$ 70.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-27,08:00,"$ 70.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-27,08:00,"$ 70.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-27,08:30,"$ 68.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-27,08:30,"$ 68.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-27,08:30,"$ 68.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-27,09:00,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-27,09:00,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-27,09:00,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-27,09:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-27,09:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-27,09:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-27,10:00,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-27,10:00,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-27,10:00,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-27,10:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-27,10:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-27,10:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-27,11:00,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-27,11:00,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-27,11:00,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-27,11:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-27,11:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-27,11:30,"$ 66.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-27,12:00,"$ 56.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-27,12:00,"$ 56.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-27,12:00,"$ 56.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-27,12:30,"$ 47.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-27,12:30,"$ 47.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-27,12:30,"$ 47.000,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-27,13:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-27,13:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-27,13:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-27,13:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-27,13:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-27,13:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-27,14:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-27,14:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #4,2026-05-27,14:00,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #1,2026-05-27,14:30,"$ 37.500,00 COP"
PADEL ZENTER LA ARENOSA,Cancha #2,2026-05-27,14:30,"$ 37.500,00 COP"
